[2024-03-13 09:40:25,999][12256] Saving configuration to /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/config.json...
[2024-03-13 16:42:03,276][12256] Avg episode reward: [(0, '0.912')]
[2024-03-13 16:42:04,460][12483] Updated weights for policy 0, policy_version 14530 (0.0009)
[2024-03-13 16:42:08,276][12256] Fps is (10 sec: 65536.0, 60 sec: 76458.7, 300 sec: 74200.1). Total num frames: 1904607232. Throughput: 0: 74117.8. Samples: 1905723100. Policy #0 lag: (min: 0.0, avg: 10.3, max: 26.0)
[2024-03-13 16:42:08,276][12256] Avg episode reward: [(0, '1.475')]
[2024-03-13 16:42:13,276][12256] Fps is (10 sec: 65535.8, 60 sec: 74274.1, 300 sec: 73755.7). Total num frames: 1904869376. Throughput: 0: 74173.2. Samples: 1906180600. Policy #0 lag: (min: 0.0, avg: 9.4, max: 22.0)
[2024-03-13 16:42:13,276][12256] Avg episode reward: [(0, '0.632')]
[2024-03-13 16:42:18,276][12256] Fps is (10 sec: 65536.2, 60 sec: 72091.4, 300 sec: 74644.4). Total num frames: 1905262592. Throughput: 0: 74248.8. Samples: 1906634900. Policy #0 lag: (min: 0.0, avg: 9.4, max: 22.0)
[2024-03-13 16:42:18,276][12256] Avg episode reward: [(0, '1.197')]
[2024-03-13 16:42:23,276][12256] Fps is (10 sec: 65535.8, 60 sec: 72089.5, 300 sec: 74644.4). Total num frames: 1905524736. Throughput: 0: 74426.6. Samples: 1906870900. Policy #0 lag: (min: 0.0, avg: 9.4, max: 22.0)
[2024-03-13 16:42:23,277][12256] Avg episode reward: [(0, '0.508')]
[2024-03-13 16:42:23,288][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000014538_1905524736.pth...
[2024-03-13 16:42:23,372][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000014403_1887830016.pth
[2024-03-13 16:42:25,876][12483] Updated weights for policy 0, policy_version 14540 (0.0009)
[2024-03-13 16:42:28,276][12256] Fps is (10 sec: 65536.2, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1905917952. Throughput: 0: 75153.5. Samples: 1907351600. Policy #0 lag: (min: 0.0, avg: 7.0, max: 16.0)
[2024-03-13 16:42:28,276][12256] Avg episode reward: [(0, '0.508')]
[2024-03-13 16:42:33,276][12256] Fps is (10 sec: 91750.9, 60 sec: 76458.5, 300 sec: 74644.4). Total num frames: 1906442240. Throughput: 0: 76068.8. Samples: 1907838500. Policy #0 lag: (min: 0.0, avg: 7.0, max: 16.0)
[2024-03-13 16:42:33,276][12256] Avg episode reward: [(0, '1.319')]
[2024-03-13 16:42:38,188][12483] Updated weights for policy 0, policy_version 14550 (0.0009)
[2024-03-13 16:42:38,276][12256] Fps is (10 sec: 117963.8, 60 sec: 78643.2, 300 sec: 75533.0). Total num frames: 1907097600. Throughput: 0: 76177.8. Samples: 1908065000. Policy #0 lag: (min: 0.0, avg: 11.1, max: 25.0)
[2024-03-13 16:42:38,276][12256] Avg episode reward: [(0, '0.974')]
[2024-03-13 16:42:43,276][12256] Fps is (10 sec: 104858.0, 60 sec: 80827.8, 300 sec: 76421.7). Total num frames: 1907490816. Throughput: 0: 76228.9. Samples: 1908509700. Policy #0 lag: (min: 0.0, avg: 11.1, max: 25.0)
[2024-03-13 16:42:43,276][12256] Avg episode reward: [(0, '1.144')]
[2024-03-13 16:42:48,276][12256] Fps is (10 sec: 52428.6, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1907621888. Throughput: 0: 75955.5. Samples: 1908927300. Policy #0 lag: (min: 0.0, avg: 11.1, max: 25.0)
[2024-03-13 16:42:48,276][12256] Avg episode reward: [(0, '0.860')]
[2024-03-13 16:42:53,276][12256] Fps is (10 sec: 39321.5, 60 sec: 74274.2, 300 sec: 75088.7). Total num frames: 1907884032. Throughput: 0: 75404.4. Samples: 1909116300. Policy #0 lag: (min: 0.0, avg: 13.7, max: 31.0)
[2024-03-13 16:42:53,276][12256] Avg episode reward: [(0, '0.440')]
[2024-03-13 16:42:58,240][12483] Updated weights for policy 0, policy_version 14560 (0.0013)
[2024-03-13 16:42:58,276][12256] Fps is (10 sec: 78643.7, 60 sec: 74274.2, 300 sec: 75533.0). Total num frames: 1908408320. Throughput: 0: 74506.8. Samples: 1909533400. Policy #0 lag: (min: 0.0, avg: 13.7, max: 31.0)
[2024-03-13 16:42:58,276][12256] Avg episode reward: [(0, '1.140')]
[2024-03-13 16:43:03,276][12256] Fps is (10 sec: 78643.7, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1908670464. Throughput: 0: 74573.4. Samples: 1909990700. Policy #0 lag: (min: 0.0, avg: 9.4, max: 25.0)
[2024-03-13 16:43:03,276][12256] Avg episode reward: [(0, '0.866')]
[2024-03-13 16:43:08,276][12256] Fps is (10 sec: 65535.8, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1909063680. Throughput: 0: 74453.4. Samples: 1910221300. Policy #0 lag: (min: 0.0, avg: 9.4, max: 25.0)
[2024-03-13 16:43:08,276][12256] Avg episode reward: [(0, '0.897')]
[2024-03-13 16:43:13,276][12256] Fps is (10 sec: 78642.2, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1909456896. Throughput: 0: 73835.3. Samples: 1910674200. Policy #0 lag: (min: 0.0, avg: 8.8, max: 18.0)
[2024-03-13 16:43:13,277][12256] Avg episode reward: [(0, '0.963')]
[2024-03-13 16:43:15,636][12483] Updated weights for policy 0, policy_version 14570 (0.0009)
[2024-03-13 16:43:18,276][12256] Fps is (10 sec: 65536.2, 60 sec: 74274.1, 300 sec: 74200.1). Total num frames: 1909719040. Throughput: 0: 73573.4. Samples: 1911149300. Policy #0 lag: (min: 0.0, avg: 8.8, max: 18.0)
[2024-03-13 16:43:18,276][12256] Avg episode reward: [(0, '1.299')]
[2024-03-13 16:43:23,276][12256] Fps is (10 sec: 65536.7, 60 sec: 76458.8, 300 sec: 75088.7). Total num frames: 1910112256. Throughput: 0: 73429.0. Samples: 1911369300. Policy #0 lag: (min: 0.0, avg: 10.4, max: 30.0)
[2024-03-13 16:43:23,276][12256] Avg episode reward: [(0, '0.466')]
[2024-03-13 16:43:28,276][12256] Fps is (10 sec: 78643.1, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1910505472. Throughput: 0: 73360.0. Samples: 1911810900. Policy #0 lag: (min: 0.0, avg: 10.4, max: 30.0)
[2024-03-13 16:43:28,276][12256] Avg episode reward: [(0, '1.209')]
[2024-03-13 16:43:32,529][12483] Updated weights for policy 0, policy_version 14580 (0.0009)
[2024-03-13 16:43:33,276][12256] Fps is (10 sec: 91750.0, 60 sec: 76458.7, 300 sec: 75088.7). Total num frames: 1911029760. Throughput: 0: 73877.8. Samples: 1912251800. Policy #0 lag: (min: 0.0, avg: 10.4, max: 30.0)
[2024-03-13 16:43:33,276][12256] Avg episode reward: [(0, '1.138')]
[2024-03-13 16:43:38,276][12256] Fps is (10 sec: 91750.7, 60 sec: 72089.7, 300 sec: 75088.7). Total num frames: 1911422976. Throughput: 0: 74433.4. Samples: 1912465800. Policy #0 lag: (min: 0.0, avg: 9.4, max: 20.0)
[2024-03-13 16:43:38,276][12256] Avg episode reward: [(0, '1.131')]
[2024-03-13 16:43:43,276][12256] Fps is (10 sec: 65536.2, 60 sec: 69905.1, 300 sec: 73755.8). Total num frames: 1911685120. Throughput: 0: 75108.9. Samples: 1912913300. Policy #0 lag: (min: 0.0, avg: 9.4, max: 20.0)
[2024-03-13 16:43:43,276][12256] Avg episode reward: [(0, '0.840')]
[2024-03-13 16:43:48,276][12256] Fps is (10 sec: 78642.8, 60 sec: 76458.7, 300 sec: 75088.7). Total num frames: 1912209408. Throughput: 0: 74599.9. Samples: 1913347700. Policy #0 lag: (min: 0.0, avg: 10.2, max: 25.0)
[2024-03-13 16:43:48,277][12256] Avg episode reward: [(0, '1.408')]
[2024-03-13 16:43:50,066][12483] Updated weights for policy 0, policy_version 14590 (0.0009)
[2024-03-13 16:43:53,276][12256] Fps is (10 sec: 78642.5, 60 sec: 76458.6, 300 sec: 74644.4). Total num frames: 1912471552. Throughput: 0: 74673.2. Samples: 1913581600. Policy #0 lag: (min: 0.0, avg: 10.2, max: 25.0)
[2024-03-13 16:43:53,276][12256] Avg episode reward: [(0, '0.853')]
[2024-03-13 16:43:58,276][12256] Fps is (10 sec: 39321.5, 60 sec: 69905.0, 300 sec: 74644.4). Total num frames: 1912602624. Throughput: 0: 74500.1. Samples: 1914026700. Policy #0 lag: (min: 0.0, avg: 7.0, max: 24.0)
[2024-03-13 16:43:58,277][12256] Avg episode reward: [(0, '1.193')]
[2024-03-13 16:44:03,276][12256] Fps is (10 sec: 52428.6, 60 sec: 72089.4, 300 sec: 74644.4). Total num frames: 1912995840. Throughput: 0: 73713.1. Samples: 1914466400. Policy #0 lag: (min: 0.0, avg: 7.0, max: 24.0)
[2024-03-13 16:44:03,277][12256] Avg episode reward: [(0, '0.775')]
[2024-03-13 16:44:08,276][12256] Fps is (10 sec: 78643.4, 60 sec: 72089.6, 300 sec: 74644.4). Total num frames: 1913389056. Throughput: 0: 73608.8. Samples: 1914681700. Policy #0 lag: (min: 0.0, avg: 7.0, max: 24.0)
[2024-03-13 16:44:08,276][12256] Avg episode reward: [(0, '0.946')]
[2024-03-13 16:44:08,982][12483] Updated weights for policy 0, policy_version 14600 (0.0009)
[2024-03-13 16:44:13,276][12256] Fps is (10 sec: 91751.5, 60 sec: 74274.2, 300 sec: 75533.0). Total num frames: 1913913344. Throughput: 0: 73811.1. Samples: 1915132400. Policy #0 lag: (min: 0.0, avg: 8.7, max: 20.0)
[2024-03-13 16:44:13,276][12256] Avg episode reward: [(0, '1.050')]
[2024-03-13 16:44:18,276][12256] Fps is (10 sec: 91750.2, 60 sec: 76458.6, 300 sec: 74644.4). Total num frames: 1914306560. Throughput: 0: 74160.0. Samples: 1915589000. Policy #0 lag: (min: 0.0, avg: 8.7, max: 20.0)
[2024-03-13 16:44:18,276][12256] Avg episode reward: [(0, '1.124')]
[2024-03-13 16:44:23,276][12256] Fps is (10 sec: 78643.6, 60 sec: 76458.7, 300 sec: 73755.8). Total num frames: 1914699776. Throughput: 0: 74600.0. Samples: 1915822800. Policy #0 lag: (min: 0.0, avg: 11.8, max: 31.0)
[2024-03-13 16:44:23,276][12256] Avg episode reward: [(0, '0.563')]
[2024-03-13 16:44:23,285][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000014608_1914699776.pth...
[2024-03-13 16:44:23,381][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000014472_1896873984.pth
[2024-03-13 16:44:26,382][12483] Updated weights for policy 0, policy_version 14610 (0.0009)
[2024-03-13 16:44:28,276][12256] Fps is (10 sec: 65535.8, 60 sec: 74274.1, 300 sec: 73755.7). Total num frames: 1914961920. Throughput: 0: 74884.3. Samples: 1916283100. Policy #0 lag: (min: 0.0, avg: 11.8, max: 31.0)
[2024-03-13 16:44:28,277][12256] Avg episode reward: [(0, '0.942')]
[2024-03-13 16:44:33,276][12256] Fps is (10 sec: 52428.4, 60 sec: 69905.1, 300 sec: 74200.1). Total num frames: 1915224064. Throughput: 0: 75860.0. Samples: 1916761400. Policy #0 lag: (min: 0.0, avg: 8.5, max: 20.0)
[2024-03-13 16:44:33,276][12256] Avg episode reward: [(0, '0.892')]
[2024-03-13 16:44:38,276][12256] Fps is (10 sec: 91751.1, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1915879424. Throughput: 0: 75786.8. Samples: 1916992000. Policy #0 lag: (min: 0.0, avg: 8.5, max: 20.0)
[2024-03-13 16:44:38,276][12256] Avg episode reward: [(0, '0.747')]
[2024-03-13 16:44:43,276][12256] Fps is (10 sec: 91749.4, 60 sec: 74274.0, 300 sec: 74644.4). Total num frames: 1916141568. Throughput: 0: 76166.5. Samples: 1917454200. Policy #0 lag: (min: 0.0, avg: 8.5, max: 20.0)
[2024-03-13 16:44:43,277][12256] Avg episode reward: [(0, '1.127')]
[2024-03-13 16:44:43,540][12483] Updated weights for policy 0, policy_version 14620 (0.0009)
[2024-03-13 16:44:48,276][12256] Fps is (10 sec: 65535.7, 60 sec: 72089.6, 300 sec: 74644.4). Total num frames: 1916534784. Throughput: 0: 76664.6. Samples: 1917916300. Policy #0 lag: (min: 0.0, avg: 9.8, max: 31.0)
[2024-03-13 16:44:48,276][12256] Avg episode reward: [(0, '0.832')]
[2024-03-13 16:44:53,276][12256] Fps is (10 sec: 65536.9, 60 sec: 72089.7, 300 sec: 74200.1). Total num frames: 1916796928. Throughput: 0: 76666.7. Samples: 1918131700. Policy #0 lag: (min: 0.0, avg: 9.8, max: 31.0)
[2024-03-13 16:44:53,276][12256] Avg episode reward: [(0, '0.866')]
[2024-03-13 16:44:58,276][12256] Fps is (10 sec: 78643.6, 60 sec: 78643.3, 300 sec: 75088.7). Total num frames: 1917321216. Throughput: 0: 76153.4. Samples: 1918559300. Policy #0 lag: (min: 0.0, avg: 11.2, max: 23.0)
[2024-03-13 16:44:58,276][12256] Avg episode reward: [(0, '0.621')]
[2024-03-13 16:45:00,476][12483] Updated weights for policy 0, policy_version 14630 (0.0009)
[2024-03-13 16:45:03,276][12256] Fps is (10 sec: 91749.8, 60 sec: 78643.3, 300 sec: 75977.3). Total num frames: 1917714432. Throughput: 0: 75355.5. Samples: 1918980000. Policy #0 lag: (min: 0.0, avg: 11.2, max: 23.0)
[2024-03-13 16:45:03,276][12256] Avg episode reward: [(0, '0.745')]
[2024-03-13 16:45:08,276][12256] Fps is (10 sec: 91749.7, 60 sec: 80827.7, 300 sec: 76865.9). Total num frames: 1918238720. Throughput: 0: 75057.6. Samples: 1919200400. Policy #0 lag: (min: 0.0, avg: 9.7, max: 25.0)
[2024-03-13 16:45:08,277][12256] Avg episode reward: [(0, '0.712')]
[2024-03-13 16:45:13,276][12256] Fps is (10 sec: 78643.3, 60 sec: 76458.6, 300 sec: 75533.0). Total num frames: 1918500864. Throughput: 0: 75148.9. Samples: 1919664800. Policy #0 lag: (min: 0.0, avg: 9.7, max: 25.0)
[2024-03-13 16:45:13,276][12256] Avg episode reward: [(0, '1.024')]
[2024-03-13 16:45:18,276][12256] Fps is (10 sec: 52429.2, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1918763008. Throughput: 0: 75073.4. Samples: 1920139700. Policy #0 lag: (min: 0.0, avg: 8.6, max: 18.0)
[2024-03-13 16:45:18,276][12256] Avg episode reward: [(0, '1.122')]
[2024-03-13 16:45:20,880][12483] Updated weights for policy 0, policy_version 14640 (0.0009)
[2024-03-13 16:45:23,276][12256] Fps is (10 sec: 65535.8, 60 sec: 74274.0, 300 sec: 74200.1). Total num frames: 1919156224. Throughput: 0: 75211.0. Samples: 1920376500. Policy #0 lag: (min: 0.0, avg: 8.6, max: 18.0)
[2024-03-13 16:45:23,277][12256] Avg episode reward: [(0, '0.777')]
[2024-03-13 16:45:28,276][12256] Fps is (10 sec: 65535.8, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1919418368. Throughput: 0: 74791.3. Samples: 1920819800. Policy #0 lag: (min: 0.0, avg: 8.6, max: 18.0)
[2024-03-13 16:45:28,276][12256] Avg episode reward: [(0, '1.053')]
[2024-03-13 16:45:33,276][12256] Fps is (10 sec: 65536.0, 60 sec: 76458.6, 300 sec: 74644.4). Total num frames: 1919811584. Throughput: 0: 74635.5. Samples: 1921274900. Policy #0 lag: (min: 0.0, avg: 10.0, max: 30.0)
[2024-03-13 16:45:33,277][12256] Avg episode reward: [(0, '1.094')]
[2024-03-13 16:45:35,385][12483] Updated weights for policy 0, policy_version 14650 (0.0009)
[2024-03-13 16:45:38,276][12256] Fps is (10 sec: 104858.2, 60 sec: 76458.7, 300 sec: 75533.0). Total num frames: 1920466944. Throughput: 0: 74933.4. Samples: 1921503700. Policy #0 lag: (min: 0.0, avg: 10.0, max: 30.0)
[2024-03-13 16:45:38,276][12256] Avg episode reward: [(0, '0.622')]
[2024-03-13 16:45:43,276][12256] Fps is (10 sec: 104858.3, 60 sec: 78643.4, 300 sec: 75533.0). Total num frames: 1920860160. Throughput: 0: 75722.2. Samples: 1921966800. Policy #0 lag: (min: 0.0, avg: 10.7, max: 25.0)
[2024-03-13 16:45:43,276][12256] Avg episode reward: [(0, '1.018')]
[2024-03-13 16:45:48,276][12256] Fps is (10 sec: 91749.4, 60 sec: 80827.7, 300 sec: 76421.6). Total num frames: 1921384448. Throughput: 0: 75797.7. Samples: 1922390900. Policy #0 lag: (min: 0.0, avg: 10.7, max: 25.0)
[2024-03-13 16:45:48,277][12256] Avg episode reward: [(0, '0.831')]
[2024-03-13 16:45:51,853][12483] Updated weights for policy 0, policy_version 14660 (0.0009)
[2024-03-13 16:45:53,276][12256] Fps is (10 sec: 65536.0, 60 sec: 78643.2, 300 sec: 75088.7). Total num frames: 1921515520. Throughput: 0: 75691.2. Samples: 1922606500. Policy #0 lag: (min: 0.0, avg: 12.4, max: 34.0)
[2024-03-13 16:45:53,276][12256] Avg episode reward: [(0, '1.363')]
[2024-03-13 16:45:58,276][12256] Fps is (10 sec: 39321.9, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1921777664. Throughput: 0: 75082.3. Samples: 1923043500. Policy #0 lag: (min: 0.0, avg: 12.4, max: 34.0)
[2024-03-13 16:45:58,276][12256] Avg episode reward: [(0, '0.453')]
[2024-03-13 16:46:03,276][12256] Fps is (10 sec: 65535.9, 60 sec: 74274.2, 300 sec: 75088.7). Total num frames: 1922170880. Throughput: 0: 73753.3. Samples: 1923458600. Policy #0 lag: (min: 0.0, avg: 9.1, max: 25.0)
[2024-03-13 16:46:03,285][12256] Avg episode reward: [(0, '0.896')]
[2024-03-13 16:46:08,276][12256] Fps is (10 sec: 91749.6, 60 sec: 74274.1, 300 sec: 75533.0). Total num frames: 1922695168. Throughput: 0: 73460.0. Samples: 1923682200. Policy #0 lag: (min: 0.0, avg: 9.1, max: 25.0)
[2024-03-13 16:46:08,285][12256] Avg episode reward: [(0, '1.075')]
[2024-03-13 16:46:10,502][12483] Updated weights for policy 0, policy_version 14670 (0.0013)
[2024-03-13 16:46:13,276][12256] Fps is (10 sec: 78643.1, 60 sec: 74274.2, 300 sec: 74644.8). Total num frames: 1922957312. Throughput: 0: 73497.8. Samples: 1924127200. Policy #0 lag: (min: 0.0, avg: 9.1, max: 25.0)
[2024-03-13 16:46:13,276][12256] Avg episode reward: [(0, '0.905')]
[2024-03-13 16:46:18,276][12256] Fps is (10 sec: 52429.3, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1923219456. Throughput: 0: 73642.3. Samples: 1924588800. Policy #0 lag: (min: 0.0, avg: 8.7, max: 21.0)
[2024-03-13 16:46:18,276][12256] Avg episode reward: [(0, '0.510')]
[2024-03-13 16:46:23,276][12256] Fps is (10 sec: 65536.2, 60 sec: 74274.2, 300 sec: 74644.4). Total num frames: 1923612672. Throughput: 0: 73653.3. Samples: 1924818100. Policy #0 lag: (min: 0.0, avg: 8.7, max: 21.0)
[2024-03-13 16:46:23,276][12256] Avg episode reward: [(0, '0.678')]
[2024-03-13 16:46:23,286][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000014676_1923612672.pth...
[2024-03-13 16:46:23,368][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000014538_1905524736.pth
[2024-03-13 16:46:28,276][12256] Fps is (10 sec: 65535.6, 60 sec: 74274.1, 300 sec: 74644.4). Total num frames: 1923874816. Throughput: 0: 73582.1. Samples: 1925278000. Policy #0 lag: (min: 0.0, avg: 9.0, max: 29.0)
[2024-03-13 16:46:28,285][12256] Avg episode reward: [(0, '1.018')]
[2024-03-13 16:46:30,932][12483] Updated weights for policy 0, policy_version 14680 (0.0013)
[2024-03-13 16:46:33,276][12256] Fps is (10 sec: 65536.0, 60 sec: 74274.2, 300 sec: 74200.1). Total num frames: 1924268032. Throughput: 0: 74424.6. Samples: 1925740000. Policy #0 lag: (min: 0.0, avg: 9.0, max: 29.0)
[2024-03-13 16:46:33,276][12256] Avg episode reward: [(0, '0.387')]
[2024-03-13 16:46:38,276][12256] Fps is (10 sec: 91751.3, 60 sec: 72089.6, 300 sec: 75088.7). Total num frames: 1924792320. Throughput: 0: 74575.6. Samples: 1925962400. Policy #0 lag: (min: 0.0, avg: 9.0, max: 29.0)
[2024-03-13 16:46:38,276][12256] Avg episode reward: [(0, '0.623')]
[2024-03-13 16:46:43,276][12256] Fps is (10 sec: 104857.5, 60 sec: 74274.1, 300 sec: 75533.0). Total num frames: 1925316608. Throughput: 0: 74584.4. Samples: 1926399800. Policy #0 lag: (min: 0.0, avg: 12.2, max: 29.0)
[2024-03-13 16:46:43,276][12256] Avg episode reward: [(0, '0.954')]
[2024-03-13 16:46:43,667][12483] Updated weights for policy 0, policy_version 14690 (0.0009)
[2024-03-13 16:46:48,276][12256] Fps is (10 sec: 91749.7, 60 sec: 72089.6, 300 sec: 75533.0). Total num frames: 1925709824. Throughput: 0: 75260.0. Samples: 1926845300. Policy #0 lag: (min: 0.0, avg: 12.2, max: 29.0)
[2024-03-13 16:46:48,276][12256] Avg episode reward: [(0, '1.310')]
[2024-03-13 16:46:53,276][12256] Fps is (10 sec: 78642.6, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1926103040. Throughput: 0: 75226.7. Samples: 1927067400. Policy #0 lag: (min: 0.0, avg: 12.9, max: 30.0)
[2024-03-13 16:46:53,276][12256] Avg episode reward: [(0, '0.810')]
[2024-03-13 16:46:58,276][12256] Fps is (10 sec: 52429.1, 60 sec: 74274.2, 300 sec: 74644.4). Total num frames: 1926234112. Throughput: 0: 74817.9. Samples: 1927494000. Policy #0 lag: (min: 0.0, avg: 12.9, max: 30.0)
[2024-03-13 16:46:58,276][12256] Avg episode reward: [(0, '1.135')]
[2024-03-13 16:47:03,276][12256] Fps is (10 sec: 39321.7, 60 sec: 72089.6, 300 sec: 74200.1). Total num frames: 1926496256. Throughput: 0: 74628.8. Samples: 1927947100. Policy #0 lag: (min: 0.0, avg: 12.9, max: 30.0)
[2024-03-13 16:47:03,276][12256] Avg episode reward: [(0, '1.266')]
[2024-03-13 16:47:05,861][12483] Updated weights for policy 0, policy_version 14700 (0.0009)
[2024-03-13 16:47:08,276][12256] Fps is (10 sec: 65535.8, 60 sec: 69905.2, 300 sec: 74644.4). Total num frames: 1926889472. Throughput: 0: 74480.0. Samples: 1928169700. Policy #0 lag: (min: 0.0, avg: 7.9, max: 23.0)
[2024-03-13 16:47:08,276][12256] Avg episode reward: [(0, '0.515')]
[2024-03-13 16:47:13,276][12256] Fps is (10 sec: 91750.8, 60 sec: 74274.2, 300 sec: 75088.7). Total num frames: 1927413760. Throughput: 0: 74502.3. Samples: 1928630600. Policy #0 lag: (min: 0.0, avg: 7.9, max: 23.0)
[2024-03-13 16:47:13,276][12256] Avg episode reward: [(0, '1.222')]
[2024-03-13 16:47:18,276][12256] Fps is (10 sec: 91750.4, 60 sec: 76458.7, 300 sec: 75533.0). Total num frames: 1927806976. Throughput: 0: 74762.2. Samples: 1929104300. Policy #0 lag: (min: 0.0, avg: 10.4, max: 26.0)
[2024-03-13 16:47:18,276][12256] Avg episode reward: [(0, '1.134')]
[2024-03-13 16:47:20,397][12483] Updated weights for policy 0, policy_version 14710 (0.0014)
[2024-03-13 16:47:23,276][12256] Fps is (10 sec: 91750.5, 60 sec: 78643.2, 300 sec: 75977.3). Total num frames: 1928331264. Throughput: 0: 74820.0. Samples: 1929329300. Policy #0 lag: (min: 0.0, avg: 10.4, max: 26.0)
[2024-03-13 16:47:23,276][12256] Avg episode reward: [(0, '0.925')]
[2024-03-13 16:47:28,276][12256] Fps is (10 sec: 78642.5, 60 sec: 78643.2, 300 sec: 75088.7). Total num frames: 1928593408. Throughput: 0: 75175.4. Samples: 1929782700. Policy #0 lag: (min: 0.0, avg: 10.9, max: 32.0)
[2024-03-13 16:47:28,277][12256] Avg episode reward: [(0, '0.563')]
[2024-03-13 16:47:33,276][12256] Fps is (10 sec: 65535.8, 60 sec: 78643.2, 300 sec: 74200.1). Total num frames: 1928986624. Throughput: 0: 75635.6. Samples: 1930248900. Policy #0 lag: (min: 0.0, avg: 10.9, max: 32.0)
[2024-03-13 16:47:33,276][12256] Avg episode reward: [(0, '0.405')]
[2024-03-13 16:47:38,276][12256] Fps is (10 sec: 52429.2, 60 sec: 72089.5, 300 sec: 73311.5). Total num frames: 1929117696. Throughput: 0: 75846.8. Samples: 1930480500. Policy #0 lag: (min: 0.0, avg: 10.9, max: 32.0)
[2024-03-13 16:47:38,276][12256] Avg episode reward: [(0, '0.883')]
[2024-03-13 16:47:40,006][12483] Updated weights for policy 0, policy_version 14720 (0.0009)
[2024-03-13 16:47:43,276][12256] Fps is (10 sec: 65535.3, 60 sec: 72089.5, 300 sec: 74644.4). Total num frames: 1929641984. Throughput: 0: 76568.6. Samples: 1930939600. Policy #0 lag: (min: 0.0, avg: 9.7, max: 29.0)
[2024-03-13 16:47:43,276][12256] Avg episode reward: [(0, '1.028')]
[2024-03-13 16:47:48,276][12256] Fps is (10 sec: 91749.9, 60 sec: 72089.6, 300 sec: 75088.7). Total num frames: 1930035200. Throughput: 0: 76806.6. Samples: 1931403400. Policy #0 lag: (min: 0.0, avg: 9.7, max: 29.0)
[2024-03-13 16:47:48,277][12256] Avg episode reward: [(0, '1.028')]
[2024-03-13 16:47:53,276][12256] Fps is (10 sec: 91751.4, 60 sec: 74274.2, 300 sec: 75088.7). Total num frames: 1930559488. Throughput: 0: 76802.2. Samples: 1931625800. Policy #0 lag: (min: 0.0, avg: 8.0, max: 21.0)
[2024-03-13 16:47:53,276][12256] Avg episode reward: [(0, '1.271')]
[2024-03-13 16:47:55,212][12483] Updated weights for policy 0, policy_version 14730 (0.0013)
[2024-03-13 16:47:58,276][12256] Fps is (10 sec: 78643.7, 60 sec: 76458.6, 300 sec: 75088.7). Total num frames: 1930821632. Throughput: 0: 75964.4. Samples: 1932049000. Policy #0 lag: (min: 0.0, avg: 8.0, max: 21.0)
[2024-03-13 16:47:58,276][12256] Avg episode reward: [(0, '0.755')]
[2024-03-13 16:48:03,276][12256] Fps is (10 sec: 65536.1, 60 sec: 78643.3, 300 sec: 75088.7). Total num frames: 1931214848. Throughput: 0: 75093.4. Samples: 1932483500. Policy #0 lag: (min: 0.0, avg: 11.0, max: 32.0)
[2024-03-13 16:48:03,276][12256] Avg episode reward: [(0, '1.452')]
[2024-03-13 16:48:08,276][12256] Fps is (10 sec: 78643.4, 60 sec: 78643.2, 300 sec: 75088.7). Total num frames: 1931608064. Throughput: 0: 74955.6. Samples: 1932702300. Policy #0 lag: (min: 0.0, avg: 11.0, max: 32.0)
[2024-03-13 16:48:08,276][12256] Avg episode reward: [(0, '0.592')]
[2024-03-13 16:48:11,697][12483] Updated weights for policy 0, policy_version 14740 (0.0009)
[2024-03-13 16:48:13,276][12256] Fps is (10 sec: 78643.3, 60 sec: 76458.7, 300 sec: 75533.0). Total num frames: 1932001280. Throughput: 0: 75138.0. Samples: 1933163900. Policy #0 lag: (min: 0.0, avg: 11.0, max: 32.0)
[2024-03-13 16:48:13,276][12256] Avg episode reward: [(0, '1.170')]
[2024-03-13 16:48:18,276][12256] Fps is (10 sec: 78643.0, 60 sec: 76458.7, 300 sec: 75533.0). Total num frames: 1932394496. Throughput: 0: 74391.1. Samples: 1933596500. Policy #0 lag: (min: 0.0, avg: 11.3, max: 25.0)
